Age,Gender,Tenure,Service_Internet,Service_Phone,Service_TV,Contract,PaymentMethod,MonthlyCharges,TotalCharges,StreamingMovies,StreamingMusic,OnlineSecurity,TechSupport,Churn
23.0,0,41.0,1,1,0,1,1,28.27,1166.91,0,0,1,1,0
19.0,0,53.0,0,1,0,0,0,60.19,3178.44,1,1,0,1,0
37.0,1,50.0,0,1,1,1,0,108.75,5443.37,1,0,0,0,0
45.0,0,15.0,1,0,0,2,2,105.53,1587.49,1,1,0,0,0
28.0,1,7.0,0,1,0,0,3,76.0,543.64,0,0,1,0,1
21.0,1,40.0,1,1,1,0,2,108.88,4355.53,1,0,0,0,0
32.0,1,28.0,1,1,1,0,1,100.53,2811.15,1,1,0,0,0
23.0,1,32.0,1,0,1,0,2,47.79,1515.6,0,1,0,0,0
66.0,1,15.0,1,1,1,0,3,37.01,548.2,0,0,1,1,0
47.0,0,70.0,0,1,1,0,3,50.12,3520.48,0,1,0,0,0
55.0,1,65.0,0,1,1,0,3,42.71,2778.13,1,1,0,1,0
43.65553060078607,1,4.0,1,0,1,0,1,82.27,328.08,1,1,0,0,1
19.0,0,11.0,1,0,1,1,2,78.49,876.35,0,1,0,0,1
32.0,0,26.0,1,1,1,2,2,79.84,2086.74,0,1,0,0,0
28.0,0,61.0,0,0,1,1,0,38.93,2367.37,1,1,1,0,0
25.0,1,37.0,1,1,0,0,3,99.19,3682.04,1,1,0,0,0
43.0,1,23.0,1,0,0,0,3,63.36,1440.69,1,0,1,0,0
68.0,1,40.0,1,1,1,1,2,67.25,2694.6,0,0,0,0,0
62.0,0,23.0,1,1,1,0,0,119.7,2756.51,1,1,1,0,0
61.0,1,16.0,0,1,0,0,1,48.23,783.18,0,0,0,1,0
22.0,0,61.0,0,1,1,2,0,59.41,3627.82,0,0,0,0,0
23.0,1,68.0,1,0,0,0,1,87.65,5957.75,0,1,0,0,0
43.0,0,31.0,1,1,1,0,3,108.04,3347.58,1,0,0,0,0
21.0,1,53.0,0,0,0,2,2,32.68,1758.97,0,0,0,0,0
36.0,1,25.0,1,1,1,2,2,93.5,2338.33,0,1,1,1,0
37.0,1,44.0,0,1,0,0,0,111.83,4926.49,1,1,0,0,0
50.0,0,12.0,0,1,0,0,3,62.29,727.27,0,0,0,1,0
37.0,0,9.0,1,1,0,0,0,48.67,429.76,1,0,0,0,0
66.0,1,12.0,0,0,0,1,0,87.77,1058.43,0,1,0,0,0
29.0,1,69.0,1,1,1,0,1,44.61,3061.94,1,0,1,1,0
64.0,1,54.0,1,1,1,0,3,58.43,3160.71,0,0,0,0,0
18.0,0,54.0,0,1,1,2,3,109.69,5916.01,0,1,0,0,0
43.0,1,28.0,0,1,1,0,2,79.03,2202.5,1,1,1,0,0
31.0,1,56.0,1,0,1,2,3,29.5,1644.71,0,1,1,0,0
55.0,1,69.0,0,1,0,2,1,52.97,3670.21,0,1,0,1,0
54.0,1,58.0,1,0,0,0,2,82.73,4801.67,0,1,1,1,0
28.0,0,42.0,1,1,1,1,1,68.15,2853.2,1,0,0,0,0
53.0,0,38.0,1,1,1,0,1,86.03,3276.89,1,0,0,1,0
30.0,1,68.0,1,0,1,1,3,96.14,6545.82,0,1,0,0,0
60.0,1,53.0,0,1,0,1,2,68.06,3603.37,1,0,0,0,0
20.0,0,33.0,0,1,1,0,2,118.7,3926.69,0,1,0,0,0
50.0,0,71.0,0,1,0,1,2,111.47,2132.26,1,1,1,0,0
23.0,1,56.0,1,1,0,2,2,25.99,1463.95,1,0,0,0,0
67.0,0,51.0,1,0,0,0,3,46.64,2371.9,0,1,0,0,0
27.0,0,43.0,0,1,1,0,2,50.05,2140.36,0,0,1,0,0
22.0,1,15.0,0,0,1,0,0,38.43,559.52,0,0,0,1,0
40.0,0,38.0,1,1,0,0,2,51.2,1939.04,0,0,0,1,0
43.65553060078607,0,15.0,1,1,0,2,2,62.48,933.52,0,1,1,0,0
61.0,1,5.0,1,1,0,2,3,25.16,122.94,0,1,0,0,0
19.0,1,54.0,1,1,1,0,1,32.73,1766.95,0,1,0,1,0
30.0,0,51.0,1,0,0,0,0,29.62,1527.95,0,0,0,0,0
57.0,1,10.0,1,1,1,0,3,24.63,242.9,0,0,0,0,0
19.0,0,12.0,1,1,0,0,0,68.15,817.31,1,0,0,0,0
37.0,1,4.0,1,0,0,0,0,53.38,195.34,0,0,0,1,0
18.0,0,18.0,1,0,0,0,1,113.54,2066.0,1,0,1,1,0
54.0,1,36.0,0,1,0,0,2,30.28,1076.92,1,0,0,0,0
26.0,0,25.0,0,0,1,2,1,112.6,2807.93,1,1,0,1,0
34.0,0,36.0,1,1,0,1,2,28.65,1038.36,1,0,0,0,0
26.0,0,67.0,1,1,0,1,1,81.92,5491.1,1,0,0,0,0
28.0,1,9.0,1,1,1,0,2,44.77,419.36,0,1,1,1,0
43.65553060078607,1,61.0,0,1,0,2,2,102.68,6270.68,0,0,1,0,0
41.0,0,53.0,1,1,1,1,2,26.15,1385.14,1,0,0,0,0
55.0,0,18.0,1,1,0,2,2,115.25,2084.94,0,0,0,1,0
52.0,1,43.0,0,1,1,0,1,24.73,1075.0,0,0,0,1,0
47.0,1,35.0,1,0,0,0,2,44.11,1537.25,0,1,0,0,0
48.0,1,63.0,1,0,1,0,2,66.42,4194.09,1,1,1,0,0
66.0,1,4.0,1,0,1,0,3,95.61,380.22,0,1,1,0,1
22.0,1,41.0,1,1,1,1,2,115.11,4718.48,1,0,1,0,0
43.65553060078607,1,45.0,1,1,1,2,3,62.8,2827.43,1,1,0,0,0
67.0,0,50.0,1,1,0,0,3,95.73,4782.69,1,1,1,1,0
31.0,1,28.0,1,1,1,0,0,92.72,2591.81,0,0,0,1,0
28.0,0,42.0,1,1,0,1,1,77.12,3248.89,0,1,0,1,0
26.0,1,69.0,1,1,0,0,0,89.09,6131.92,1,1,0,0,0
51.0,1,1.0,1,0,0,1,2,23.81,13.19,1,1,0,1,0
29.0,0,39.0,0,1,0,1,2,64.16,2508.99,0,1,0,0,0
52.0,0,17.0,1,1,1,0,2,98.59,1675.3,0,1,0,0,0
52.0,1,35.0,1,1,1,2,0,67.42,2369.62,1,1,0,0,0
18.0,0,46.0,1,1,1,0,2,107.35,4941.68,0,1,0,1,0
57.0,0,42.0,1,1,1,2,2,103.36,4327.78,0,1,0,0,0
39.0,0,39.0,0,1,0,1,2,106.34,4147.89,1,1,0,0,0
46.0,0,49.0,1,1,1,2,2,33.0,1622.35,0,0,0,0,0
25.0,1,62.0,0,1,0,0,3,44.41,2755.76,1,1,0,0,0
28.0,0,38.0,0,1,1,0,2,22.96,867.8,0,0,0,1,0
58.0,1,23.0,1,0,0,0,2,118.28,2717.7,1,1,0,1,0
54.0,1,22.0,0,0,1,0,2,43.61,953.82,1,1,0,0,0
31.0,1,4.0,1,1,1,2,3,69.59,213.59,0,1,0,0,0
47.0,1,49.0,1,1,0,0,1,47.49,2312.38,0,0,0,1,0
52.0,0,59.0,1,0,1,2,2,23.98,1418.72,1,1,1,1,0
38.0,0,68.0,1,1,0,0,2,46.13,3128.13,1,0,0,0,0
54.0,1,71.0,0,1,1,0,0,29.82,2122.98,1,0,1,0,0
22.0,1,2.0,0,1,1,2,0,59.43,112.91,0,1,1,1,0
36.0,1,49.0,1,1,0,0,0,116.68,5704.19,0,0,0,0,0
31.0,1,31.0,1,0,1,1,1,89.83,2780.65,0,1,1,0,0
43.0,0,40.0,1,0,0,0,0,90.69,3648.54,0,1,1,0,0
21.0,1,48.0,1,1,1,2,3,65.32,3134.4,0,1,1,0,0
42.0,0,51.0,0,1,0,0,1,101.13,5164.09,0,1,1,0,0
62.0,1,43.0,1,1,1,1,3,110.83,4767.38,0,1,0,1,0
59.0,1,55.0,1,1,1,0,2,116.16,6374.75,0,0,1,0,0
42.0,1,49.0,0,0,1,0,2,29.9,1479.59,0,1,0,0,0
35.0,1,57.0,0,1,1,2,2,107.96,6151.24,1,0,1,0,0
57.0,0,15.0,0,1,1,2,2,42.51,624.54,1,1,0,0,0
25.0,0,27.0,0,0,0,0,2,59.73,1607.59,1,0,1,1,0
56.0,0,68.0,1,0,0,0,2,54.55,3707.34,0,1,1,1,0
57.0,1,64.0,0,0,1,0,1,87.51,5608.13,1,0,1,0,0
31.0,1,30.0,0,1,1,0,1,79.79,2386.89,1,0,0,1,0
49.0,0,36.0,0,1,1,1,3,30.91,1138.96,0,1,0,1,0
68.0,0,67.0,1,1,1,0,1,98.28,6575.39,0,1,0,0,0
55.0,1,49.0,1,1,1,0,2,63.96,3140.16,0,1,0,0,0
50.0,1,55.0,0,0,1,1,1,20.22,1092.36,1,1,0,0,0
40.0,0,56.0,1,1,0,0,3,61.45,3439.96,0,1,0,0,0
32.0,1,68.0,0,0,0,1,2,71.63,4874.51,1,0,1,0,0
50.0,1,44.0,1,1,1,2,2,26.89,1171.96,1,1,0,0,0
42.0,0,31.0,0,0,1,0,2,35.11,1103.4,1,0,1,0,0
34.0,1,58.0,1,1,0,1,2,119.36,6927.22,0,1,0,1,0
50.0,0,53.0,1,0,1,0,2,107.12,5674.18,1,0,1,0,0
64.0,1,23.0,1,1,0,0,2,33.33,770.83,0,1,0,0,0
19.0,0,28.0,0,1,0,0,2,78.03,2178.91,0,1,0,0,0
31.0,1,16.0,1,0,1,0,2,57.92,939.23,1,1,0,0,0
57.0,0,37.0,1,1,1,0,1,74.37,2761.84,1,1,0,0,0
43.65553060078607,0,21.0,0,1,0,0,2,67.05,1411.78,1,0,0,0,0
43.65553060078607,0,17.0,1,0,0,2,2,24.81,427.89,0,0,1,0,0
56.0,0,37.0,0,1,1,1,0,51.54,1892.21,1,0,0,1,0
68.0,1,19.0,0,1,0,2,1,32.55,633.12,1,0,0,1,0
23.0,1,30.0,0,1,1,0,2,68.9,2066.01,1,0,1,1,0
23.0,0,45.0,1,0,1,0,1,110.73,4993.1,0,0,0,0,0
20.0,1,18.0,1,1,0,0,2,119.55,2159.4,1,1,1,0,0
24.0,1,62.0,1,1,0,0,2,114.43,7104.76,1,1,1,0,0
68.0,1,36.0,0,1,0,0,2,118.57,4258.04,1,1,0,0,0
25.0,1,52.0,1,1,0,1,0,21.52,1109.84,0,0,0,0,0
59.0,1,19.0,0,1,1,0,2,92.94,1788.34,1,1,0,0,0
43.65553060078607,0,44.0,1,1,1,0,0,47.29,2065.57,0,0,0,1,0
43.65553060078607,0,7.0,1,1,1,0,2,106.56,734.94,1,1,1,0,1
64.0,0,44.0,0,1,1,0,0,101.37,4460.71,0,0,0,0,0
46.0,0,68.0,1,1,0,0,2,62.37,4241.61,0,0,1,1,0
50.0,1,34.0,1,1,1,0,3,67.33,2283.82,0,1,0,1,0
69.0,1,66.0,1,1,0,1,3,46.51,3075.82,1,0,1,0,0
47.0,0,69.0,1,1,0,0,2,48.88,3381.74,1,0,1,0,0
56.0,1,55.0,1,1,1,1,2,118.12,6496.42,1,0,0,0,0
44.0,1,10.0,1,1,1,0,1,108.89,1086.22,0,1,0,0,1
53.0,0,42.0,1,1,0,0,0,39.19,1645.76,0,0,0,0,0
46.0,1,41.0,0,0,0,2,2,47.55,1944.58,1,1,1,1,0
55.0,0,69.0,1,1,0,0,1,30.86,2112.36,0,0,0,0,0
50.0,0,10.0,1,1,1,0,0,118.89,1191.91,1,0,0,1,1
54.0,1,10.0,0,1,1,2,3,110.72,1114.86,0,0,0,0,1
44.0,1,60.0,0,1,1,0,2,75.21,4511.06,1,1,1,1,0
50.0,0,51.0,1,0,1,0,3,89.29,4531.14,1,0,1,0,0
21.0,0,21.0,1,1,0,1,2,94.79,1984.87,1,1,0,0,0
39.0,1,8.0,1,1,0,1,3,40.38,332.1,0,1,1,0,0
19.0,0,65.0,0,1,1,0,3,113.47,7361.17,0,0,0,1,0
27.0,0,30.0,1,1,1,0,0,72.67,2187.06,1,0,0,1,0
22.0,0,49.0,0,1,1,2,2,29.25,1428.8,0,0,0,1,0
27.0,1,9.0,1,1,0,0,1,59.71,537.2,1,0,0,1,0
50.0,0,17.0,1,0,1,0,2,80.16,1355.86,1,1,0,0,0
55.0,1,69.0,0,1,0,0,3,55.28,3802.96,1,1,1,0,0
30.0,0,58.0,1,1,1,2,0,89.92,5229.7,0,1,1,0,0
48.0,1,57.0,1,1,0,0,0,108.2,6175.56,0,1,0,0,0
64.0,0,62.0,1,1,1,1,2,97.19,6032.23,0,1,1,1,0
53.0,1,52.0,1,1,1,0,2,84.27,4391.13,0,1,1,0,0
62.0,1,61.0,1,1,0,0,2,71.22,4349.45,1,1,1,0,0
41.0,1,40.0,1,1,1,1,3,45.45,1827.44,0,0,0,0,0
69.0,0,38.0,0,1,1,2,2,65.49,2481.98,1,0,0,0,0
32.0,0,43.0,0,0,1,0,0,49.3,2133.68,0,0,0,0,0
46.0,0,63.0,0,1,1,0,2,113.4,7157.08,1,1,1,0,0
25.0,1,19.0,1,0,1,2,2,110.73,2107.67,0,1,1,0,0
43.65553060078607,0,50.0,1,1,0,1,2,35.58,1776.12,0,1,1,0,0
46.0,1,33.0,1,1,0,0,2,102.26,3362.34,1,1,1,0,0
64.0,0,13.0,1,0,1,0,2,90.29,1176.06,0,0,1,1,0
21.0,1,62.0,1,1,1,1,3,117.52,7303.09,1,1,0,0,0
29.0,1,43.0,1,0,1,1,3,66.33,2840.58,1,0,0,1,0
62.0,1,49.0,1,0,1,2,0,92.22,4528.96,0,0,1,0,0
19.0,0,36.0,1,1,1,0,2,71.79,2579.73,0,1,0,0,0
44.0,0,10.0,1,1,0,0,1,26.94,265.54,1,1,0,0,0
48.0,0,6.0,0,1,1,1,2,24.68,136.33,1,0,0,0,0
68.0,1,57.0,1,0,1,0,2,32.21,1828.45,0,0,1,0,0
68.0,1,1.0,0,0,0,0,0,49.62,56.09,0,0,0,1,0
53.0,0,71.0,0,1,0,0,1,45.91,3267.32,1,0,0,0,0
53.0,0,58.0,1,1,0,0,2,92.83,5386.5,0,1,1,0,0
43.0,0,21.0,1,1,0,0,0,91.59,1918.38,0,1,0,0,0
60.0,1,56.0,1,1,0,1,1,117.14,6548.8,1,1,0,1,0
44.0,1,20.0,1,1,1,1,0,51.04,1021.42,1,1,0,0,0
22.0,1,54.0,1,1,1,0,2,113.85,6144.25,1,1,0,0,0
37.0,1,25.0,0,1,1,0,1,81.29,2034.36,0,1,0,1,0
28.0,1,28.0,1,1,0,0,0,69.53,1943.63,1,0,0,0,0
27.0,0,5.0,1,0,0,1,0,86.78,430.94,0,0,0,1,1
57.0,1,21.0,1,0,1,0,0,90.28,1897.47,1,1,1,0,0
43.65553060078607,1,18.0,1,0,0,1,1,37.19,672.94,0,1,1,0,0
23.0,1,47.0,1,0,0,0,3,95.17,4485.23,1,0,1,0,0
25.0,1,70.0,0,1,0,0,2,92.52,6473.03,0,1,0,0,0
40.0,1,57.0,1,1,0,1,3,119.75,6831.2,0,0,1,1,0
64.0,0,19.0,1,1,0,0,2,111.19,2130.65,1,0,0,0,0
43.0,1,65.0,1,0,1,0,2,88.47,5756.27,0,0,1,1,0
63.0,1,3.0,0,0,1,0,3,91.24,285.36,1,1,0,0,1
60.0,1,42.0,1,0,1,0,2,69.59,4806.99,0,0,0,1,0
29.0,0,21.0,1,0,1,0,0,116.72,2443.92,0,1,1,0,0
43.0,0,40.0,0,1,1,0,1,102.7,4106.41,0,1,0,0,0
30.0,0,67.0,1,1,0,1,3,69.59,6481.05,0,1,0,0,0
57.0,1,25.0,0,1,0,1,1,31.14,789.21,0,0,1,0,0
35.0,0,55.0,1,1,0,1,2,103.03,5659.35,0,1,0,1,0
42.0,1,52.0,1,1,1,0,1,45.32,2355.75,1,0,0,0,0
50.0,1,44.0,1,1,1,1,1,76.38,3371.47,1,1,0,0,0
64.0,0,56.0,1,1,1,0,2,60.54,3392.4,0,1,1,1,0
57.0,1,55.0,0,1,1,0,2,54.56,3000.69,0,0,0,0,0
60.0,1,70.0,1,1,1,0,2,51.03,3574.48,0,1,0,0,0
43.65553060078607,1,66.0,1,1,1,2,1,105.54,6954.36,1,1,0,1,0
61.0,0,19.0,0,1,1,0,1,96.91,1829.85,0,1,0,1,0
53.0,1,7.0,1,1,0,2,2,72.34,490.5,0,1,0,1,1
65.0,1,63.0,1,1,1,0,3,86.45,5448.42,1,1,1,1,0
21.0,0,42.0,0,0,0,0,2,118.45,4984.09,1,0,1,1,0
22.0,1,42.0,0,1,1,0,3,59.75,2517.16,1,0,1,0,0
54.0,1,59.0,0,1,0,1,1,75.11,4442.93,1,0,0,1,0
25.0,0,20.0,1,0,1,0,2,73.35,1481.54,0,0,1,1,0
59.0,1,17.0,1,0,1,2,1,113.6,1932.65,0,0,1,1,0
66.0,1,27.0,1,0,1,2,1,55.16,1488.67,1,0,1,0,0
45.0,1,47.0,1,1,0,1,1,118.63,5590.37,0,0,0,0,0
48.0,1,2.0,1,1,1,0,2,50.47,93.93,0,1,0,0,0
26.0,1,63.0,1,1,1,2,2,30.89,1934.28,1,1,0,0,0
68.0,0,62.0,0,1,0,2,2,39.14,2423.29,0,0,0,0,0
46.0,0,19.0,1,0,1,0,0,62.62,1185.22,0,1,0,1,0
31.0,0,17.0,1,1,1,1,0,84.98,1445.14,0,0,1,1,0
57.0,0,69.0,1,1,1,0,2,71.68,4937.42,1,0,1,1,0
58.0,1,39.0,1,1,0,0,0,57.63,2251.27,0,1,1,1,0
39.0,1,71.0,1,1,1,0,2,76.2,5404.51,1,0,0,1,0
28.0,1,39.0,1,1,1,0,2,103.88,4063.6,1,1,0,0,0
40.0,1,36.0,0,0,1,0,3,103.89,3728.09,1,0,1,1,0
18.0,1,40.0,1,0,1,0,2,92.62,3703.41,1,0,1,0,0
63.0,0,45.0,0,0,0,1,2,115.24,5182.45,1,0,0,0,0
54.0,0,4.0,1,1,1,2,2,79.02,318.39,1,1,1,0,1
38.0,1,25.0,0,1,1,2,1,20.77,528.52,0,1,0,1,0
43.0,1,69.0,0,1,1,0,0,49.09,3389.87,0,0,1,0,0
63.0,1,30.0,1,1,1,1,3,52.82,1583.31,1,0,0,0,0
53.0,0,68.0,1,0,1,0,0,74.73,2132.26,1,1,0,0,0
40.0,1,29.0,0,1,1,1,2,110.49,3212.64,0,1,0,0,0
18.0,1,68.0,1,0,1,0,2,103.81,7061.77,1,1,1,0,0
68.0,1,51.0,1,1,0,0,0,43.22,2208.1,1,0,1,1,0
57.0,0,24.0,0,1,1,1,0,71.94,1733.03,0,0,0,1,0
43.65553060078607,1,14.0,1,1,1,0,0,85.91,1186.3,1,1,0,1,0
38.0,0,69.0,1,1,1,0,0,118.75,2132.26,1,1,0,0,0
64.0,0,18.0,1,0,1,2,0,23.13,420.1,1,0,0,1,0
26.0,0,42.0,1,1,0,0,2,66.39,2785.46,1,0,1,1,0
26.0,0,57.0,1,0,1,0,1,118.81,6769.29,0,0,0,0,0
27.0,0,12.0,1,0,1,0,2,117.72,1416.39,1,0,0,1,0
69.0,0,17.0,0,1,0,0,1,53.07,906.17,0,1,0,0,0
43.0,1,30.0,0,0,1,0,2,20.0,604.67,0,1,0,0,0
58.0,1,23.0,1,1,1,1,2,78.67,1801.49,1,0,1,1,0
52.0,1,1.0,1,1,1,0,0,106.69,92.51,1,0,0,1,1
69.0,0,32.0,1,0,1,2,2,52.43,1685.8,0,0,0,0,0
42.0,1,9.0,0,0,0,0,1,113.43,1013.45,0,0,1,0,1
43.0,0,15.0,0,1,1,0,3,53.27,790.93,1,0,1,0,0
28.0,0,28.0,1,1,1,1,0,81.02,2259.54,1,1,0,1,0
55.0,0,24.0,1,1,1,1,2,92.2,2224.31,0,1,1,1,0
19.0,1,60.0,0,1,1,1,2,54.54,3274.52,1,0,0,1,0
24.0,0,35.0,1,1,0,2,2,55.22,1936.13,1,0,1,0,0
35.0,0,27.0,1,0,1,0,0,67.0,1815.9,1,0,0,1,0
44.0,1,20.0,1,1,0,0,0,103.52,2069.98,1,0,1,1,0
51.0,1,65.0,1,1,1,2,3,30.09,1965.98,1,1,1,0,0
44.0,0,49.0,1,1,0,0,1,83.15,4062.38,1,1,0,0,0
43.65553060078607,0,1.0,1,1,1,0,0,87.73,76.87,0,1,0,1,1
60.0,1,10.0,1,1,1,0,1,75.79,746.49,0,0,1,0,1
61.0,1,47.0,1,1,0,1,2,113.58,5342.48,1,1,1,0,0
68.0,1,59.0,1,0,0,0,2,80.2,4736.86,1,1,0,0,0
43.65553060078607,0,62.0,1,1,1,0,2,83.46,5169.79,0,0,0,0,0
42.0,1,18.0,1,1,1,0,2,79.98,1437.32,1,1,0,0,0
24.0,1,46.0,1,0,1,1,3,92.2,4253.88,1,0,0,0,0
69.0,1,32.0,1,1,0,0,3,33.54,1066.34,1,0,1,0,0
23.0,0,27.0,1,1,1,0,3,109.43,2957.56,1,1,0,0,0
41.0,1,18.0,0,1,0,1,2,24.25,429.64,0,0,0,0,0
50.0,1,39.0,0,1,0,2,1,84.07,3289.69,0,0,0,0,0
66.0,1,49.0,1,1,0,1,1,81.55,4002.23,1,1,0,0,0
46.0,1,44.0,1,1,1,1,2,40.81,1781.65,0,0,0,1,0
60.0,1,54.0,1,0,1,0,2,24.07,1297.17,1,1,0,1,0
39.0,0,34.0,1,0,0,0,2,33.88,1131.13,1,1,0,0,0
43.65553060078607,0,71.0,1,1,0,0,2,47.17,3358.07,1,1,0,0,0
45.0,0,36.0,1,1,0,2,3,108.21,3916.03,0,0,0,0,0
67.0,1,18.0,0,1,1,0,3,105.57,1878.46,1,0,0,0,0
38.0,0,38.0,1,1,0,2,2,26.39,988.55,1,1,0,1,0
66.0,0,59.0,1,1,1,2,0,48.93,2888.54,1,0,1,0,0
24.0,0,9.0,0,1,1,0,0,108.93,980.19,1,1,0,0,1
34.0,1,51.0,1,1,0,0,2,69.59,2223.06,0,1,0,1,0
37.0,1,35.0,1,0,1,0,2,119.6,4168.62,0,1,0,1,0
58.0,0,5.0,0,1,0,0,1,45.68,231.63,0,0,1,1,0
66.0,0,14.0,0,0,1,0,3,93.91,1323.62,0,0,1,1,0
37.0,1,30.0,1,0,1,2,2,61.71,1879.77,0,0,1,1,0
39.0,1,4.0,1,1,1,0,2,33.62,147.55,1,1,1,0,0
45.0,0,39.0,0,0,1,0,2,45.52,1762.29,1,1,1,0,0
57.0,1,64.0,0,0,1,0,2,87.51,5600.52,1,0,0,0,0
66.0,0,25.0,1,1,0,2,1,53.71,1348.67,1,1,0,0,0
24.0,1,28.0,1,1,0,1,2,80.41,2244.6,1,0,0,0,0
18.0,0,66.0,1,1,1,2,2,40.55,2684.1,1,1,1,1,0
49.0,0,22.0,0,0,1,2,2,64.86,1433.95,1,1,0,1,0
30.0,1,31.0,1,1,0,0,0,71.22,2220.19,0,1,0,1,0
47.0,0,23.0,1,1,0,0,2,61.28,1417.46,0,1,1,0,0
40.0,0,48.0,1,1,0,0,2,39.79,1912.77,1,1,1,0,0
68.0,0,20.0,1,1,0,0,3,66.16,1316.82,1,1,0,1,0
36.0,1,38.0,1,1,1,1,3,89.29,3380.09,0,1,0,0,0
49.0,1,55.0,1,0,1,0,2,116.49,6409.14,1,1,0,0,0
47.0,1,68.0,1,1,1,0,2,98.95,6724.56,1,1,1,0,0
46.0,0,1.0,1,0,1,1,0,36.15,33.08,1,1,0,0,0
66.0,1,7.0,1,0,0,1,1,47.27,342.11,0,1,1,1,0
62.0,0,57.0,1,1,1,1,2,27.88,1602.85,0,1,0,1,0
46.0,0,12.0,1,1,0,0,2,33.56,390.37,0,0,0,0,0
47.0,1,5.0,0,0,0,2,2,45.07,223.25,1,0,1,0,0
33.0,1,50.0,1,0,0,0,0,39.95,1993.17,1,0,1,0,0
57.0,0,42.0,0,1,0,0,3,41.36,1740.27,1,1,1,1,0
36.0,0,12.0,1,1,1,1,0,43.08,494.3,0,1,1,0,0
35.0,1,18.0,0,1,0,2,0,50.07,886.65,0,1,1,0,0
18.0,1,66.0,1,0,1,0,1,32.56,2147.79,1,0,0,1,0
31.0,1,17.0,1,0,1,0,1,47.78,820.12,0,1,0,1,0
68.0,0,68.0,1,1,0,0,0,88.84,6041.87,1,1,0,0,0
64.0,0,71.0,1,0,1,0,3,43.64,3105.16,0,1,0,1,0
67.0,0,62.0,1,1,0,2,2,37.18,2307.13,0,0,0,1,0
19.0,0,41.0,1,0,0,0,3,26.77,1110.33,1,0,0,1,0
45.0,0,34.0,1,1,0,1,3,70.0,2394.86,0,1,1,0,0
66.0,1,70.0,0,1,1,1,0,104.2,7286.4,1,1,0,0,0
67.0,1,45.0,1,1,0,0,2,25.9,1174.34,1,0,1,1,0
47.0,0,58.0,1,1,1,0,0,74.23,4310.42,0,1,1,0,0
43.65553060078607,0,51.0,0,1,0,0,3,85.06,4363.11,0,0,0,0,0
68.0,1,34.0,1,1,1,0,0,79.25,2686.52,1,0,0,1,0
43.65553060078607,1,44.0,1,1,0,0,2,107.76,4740.27,0,1,0,0,0
18.0,1,15.0,1,1,1,0,3,106.64,1589.28,0,1,0,0,0
25.0,1,70.0,1,1,1,2,2,25.73,1791.37,1,1,1,0,0
43.65553060078607,0,50.0,1,0,1,0,1,56.09,2808.36,1,0,0,0,0
56.0,1,32.0,0,0,1,1,3,87.08,2788.62,0,0,1,0,0
20.0,0,67.0,0,1,0,0,2,115.24,2132.26,1,0,1,1,0
49.0,1,3.0,1,1,1,1,2,100.47,306.61,0,0,1,1,1
27.0,1,51.0,0,1,1,2,0,37.66,2132.26,1,0,0,0,0
27.0,1,67.0,0,0,1,0,2,47.92,3208.21,1,0,0,0,0
43.65553060078607,0,48.0,1,0,1,2,1,96.36,4615.57,1,1,0,0,0
63.0,0,17.0,1,1,1,1,3,67.15,1134.54,0,1,0,1,0
51.0,1,7.0,1,0,0,2,2,74.73,522.54,0,0,0,1,1
50.0,0,13.0,1,0,1,1,0,80.9,1053.67,1,0,0,0,0
40.0,0,66.0,1,0,1,0,2,30.33,2008.89,1,1,0,1,0
45.0,1,4.0,1,1,1,0,1,105.6,428.49,0,0,0,1,1
49.0,1,10.0,1,1,1,0,2,106.31,1078.67,1,1,0,0,1
67.0,0,17.0,1,1,1,0,1,66.82,1126.21,1,1,0,0,0
24.0,0,52.0,1,1,1,2,0,82.68,4297.03,1,0,1,0,0
46.0,0,6.0,1,1,0,1,1,85.99,507.09,1,1,0,1,1
25.0,1,69.0,0,1,1,0,2,38.97,2701.7,1,1,0,1,0
18.0,1,9.0,1,1,1,2,2,31.26,276.32,1,0,0,0,0
20.0,0,21.0,1,1,1,1,0,22.07,475.02,1,0,0,0,0
41.0,1,24.0,1,1,0,0,0,111.29,2685.49,0,0,0,0,0
40.0,1,4.0,1,1,0,0,2,54.57,222.41,1,0,1,0,0
25.0,0,24.0,1,0,1,0,2,28.58,688.85,0,0,1,0,0
64.0,0,59.0,0,0,0,2,2,66.58,3928.61,0,0,0,1,0
54.0,1,3.0,0,1,1,2,0,27.56,79.51,1,1,1,1,0
20.0,1,68.0,1,1,1,0,2,28.53,1935.67,0,0,0,1,0
68.0,0,40.0,1,1,1,0,2,68.89,2754.13,1,1,0,0,0
50.0,1,48.0,0,1,1,1,2,70.88,3420.48,1,0,1,1,0
45.0,1,54.0,1,0,1,2,3,78.01,4202.12,0,1,1,1,0
64.0,0,35.0,0,1,1,1,2,85.63,2999.1,0,1,0,0,0
25.0,0,56.0,1,1,1,1,1,86.83,4869.59,0,0,0,1,0
43.65553060078607,1,40.0,0,0,1,0,2,63.3,2529.16,0,0,1,1,0
52.0,1,68.0,1,1,1,0,1,84.35,5739.96,1,1,0,0,0
49.0,1,46.0,1,1,1,0,3,50.47,2306.57,1,1,0,0,0
41.0,0,13.0,1,1,0,2,2,64.13,846.94,1,0,1,0,0
31.0,1,27.0,1,1,1,0,2,59.33,1613.22,0,1,1,0,0
49.0,1,6.0,1,1,0,2,0,52.91,316.48,0,1,1,1,0
